,ID,date,Strasse,Hausnummer,PLZ,Ort,Kanton,type,Zimmer,Fläche,Preis
28470,53453,05.12.2019,Säntisstrasse ,23,9436,Balgach,St. Gallen,Wohnung,3.5,70,1340
28471,53456,29.02.2020,Route du Marchairuz ,14,1145,Bière,Waadt,Wohnung,3.5,70,1380
28472,53460,05.12.2019, Brüelgass ,41,8197,Rafz,Zürich,Wohnung,4.5,109,2050
28473,53461,07.01.2020,Steingutstrasse ,1,8200,Schaffhausen,Schaffhausen,Wohnung,3,61,1400
28474,53463,03.03.2020,Wartenbergstrasse ,40,4052,Basel,Basel-Stadt,Wohnung,2,44,1490
28475,53464,10.03.2020,Suurstoffi ,45,6343,Rotkreuz,Zug,Büro,-,180,260
28476,53465,11.02.2020,Habsburgerstrasse ,88,4310,Rheinfelden,Aargau,Wohnung,3.5,85,1570
28477,53466,17.03.2020,Mühletalweg ,5,4600,Olten,Solothurn,Attikawohnung,4,109,2310
28478,53467,04.03.2020,Chemin de Barberine ,3,1004,Lausanne,Waadt,Wohnung,4.5,87,2330
28479,53468,25.02.2020,Delsbergerstrasse ,52,4242,Laufen,Basel-Landschaft,Gewerbe,1,32,690
28480,53469,05.12.2019,Mühlegasse ,3,4410,Liestal,Basel-Landschaft,Wohnung,2,71,1720
28481,53470,13.02.2020,Weinlandstrasse ,10,8451,Kleinandelfingen,Zürich,Loft,1.5,58,1590
28482,53471,20.03.2020,Route du Lac ,15,1763,Granges-Paccot,Freiburg,Wohnung,3.5,56,1440
28483,53473,06.02.2020,Rütiweg ,3,9100,Herisau,Appenzell Ausserrhoden,Lager,1,10,130
28484,53474,05.12.2019,Charrière ,37,2300,La Chaux-de-Fonds,Neuenburg,Wohnung,5.5,180,2380
28485,53475,05.12.2019, Landquartstrasse ,59,9320,Arbon,Thurgau,Wohnung,4.5,96,1450
28486,53479,05.12.2019,Aarauerstrasse ,28,5734,Reinach AG,Aargau,Werkstatt,-,135,82
28487,53480,06.12.2019, Aarauerstrasse ,28,5734,Reinach AG,Aargau,Ladenfläche,-,271,130
28488,53481,05.12.2019,Aarauerstrasse ,28,5734,Reinach AG,Aargau,Atelier,-,195,1700
28489,53482,12.12.2019,Brandschenkestrasse ,2,8001,Zürich,Zürich,Büro,-,180,500
28490,53483,12.12.2019,Aarauerstrasse ,28,5734,Reinach AG,Aargau,Ladenfläche,-,182,130
28491,53484,20.03.2020,Unter Sidhalden ,5,6010,Kriens,Luzern,Wohnung,2.5,76,1750
28492,53486,05.12.2019,via Ceresio di suvigliana ,18,6900,Lugano,Tessin,Wohnung,7.5,220,6300
28493,53487,05.12.2019,Kirchstrasse ,65,9400,Rorschach,St. Gallen,Maisonette / Duplex,4,76,1350
28494,53488,05.12.2019,Kirchstrasse ,65,9400,Rorschach,St. Gallen,Wohnung,3,58,1220
28495,53490,03.03.2020,Wiesentalstr. ,14,9000,St. Gallen,St. Gallen,Wohnung,4,83,1360
28496,53491,26.02.2020,Matthofring ,24,6005,Luzern,Luzern,Wohnung,4,80,1900
28497,53494,09.03.2020,Rue Chaillet ,1,1700,Fribourg,Freiburg,Wohnung,3,72,1495
28498,53499,05.12.2019,Spelterinistrasse ,24,9602,Bazenheid,St. Gallen,Wohnung,3.5,75,1140
28499,53502,04.02.2020,Via Morena ,8,6900,Massagno,Tessin,Wohnung,3.5,81,1920
28500,53503,19.02.2020,Blaketen ,6,8620,Wetzikon ZH,Zürich,Wohnung,2.5,91,1890
28501,53505,04.02.2020,Kantonsstrasse ,14,8807,Freienbach,Schwyz,Büro,-,47,240
28502,53506,04.02.2020,Beethovenstrasse ,24,8002,Zürich,Zürich,Büro,-,230,520
28503,53508,18.03.2020,Via Castausio ,15,6900,Lugano,Tessin,Wohnung,3.5,68,1775
28504,53509,02.03.2020,Route de Jubindus ,2,1762,Givisiez,Freiburg,Wohnung,3.5,72,1390
28505,53514,12.02.2020,Schulhausstrasse ,2,8182,Hochfelden,Zürich,Wohnung,3.5,85,1790
28506,53516,04.02.2020,Akazienweg ,5,4147,Aesch BL,Basel-Landschaft,Wohnung,3,67,1590
28507,53518,06.03.2020,Kesselbachstrasse. ,24,9450,Altstätten SG,Appenzell Ausserrhoden,Wohnung,3.5,78,1050
28508,53519,13.02.2020,Haagächerstrasse ,24,8155,Niederhasli,Zürich,Wohnung,3.5,117,2320
28509,53520,05.12.2019,Malzgasse ,16,4052,Basel,Basel-Stadt,Büro,-,340,11820
28510,53524,24.02.2020,Kapellstrasse ,4,8854,Siebnen,Schwyz,Wohnung,2.5,62,1400
28511,53525,25.12.2019,Breisacherstrasse ,84,4057,Basel,Basel-Stadt,Wohnung,4.5,86,2110
28512,53527,20.03.2020,Worbigstrasse ,1,8416,Flaach,Zürich,Wohnung,3.5,109,2030
28513,53528,05.12.2019,Aeschistrasse ,13,3362,Niederönz,Bern,Gewerbe,-,250,2000
28514,53530,18.12.2019,Via Molinazzo ,2,6900,Lugano,Tessin,Büro,3.5,110,2450
28515,53531,03.03.2020,St. Alban-Ring ,250,4052,Basel,Basel-Stadt,Wohnung,3.5,80,2150
28516,53532,05.12.2019,Bahnhofstrasse ,7,6340,Baar,Zug,Wohnung,4.5,123,4700
28517,53535,12.12.2019,Weidstr. ,10,8620,Wetzikon ZH,Zürich,Wohnung,4.5,118,2400
28518,53536,26.02.2020,Zelgstrasse ,42,8134,Adliswil,Zürich,Wohnung,3.5,71,1850
28519,53537,06.02.2020,Mülibergstrasse ,26,8914,Aeugstertal,Zürich,Wohnung,3.5,105,2050
28520,53540,05.12.2019,Luegetenhalde ,3,8840,Einsiedeln,Schwyz,Attikawohnung,5.5,175,3656
28521,53547,05.12.2019,Häberlimatteweg ,8,3052,Zollikofen,Bern,Wohnung,2.5,92,1570
28522,53548,16.01.2020,Wallrütistr. ,78,8404,Winterthur,Zürich,Wohnung,3,54,1420
28523,53549,05.12.2019,Jakob-Stämpfli-Strasse ,112,2502,Biel/Bienne,Bern,Lager,-,36,302
28524,53550,06.02.2020,Margarethenstrasse ,45,4053,Basel,Basel-Stadt,Wohnung,3,84,2150
28525,53551,24.01.2020,Kupferschmied ,7,4663,Aarburg,Solothurn,Wohnung,3.5,73,1360
28526,53556,22.03.2020,Chemin des Grandes-Vies ,19,2900,Porrentruy,Jura,Wohnung,-,92,390
28527,53564,20.03.2020,Hochstrasse ,37,4053,Basel,Basel-Stadt,Lager,-,18,133
28528,53565,16.03.2020,Avenue de la Gare ,11,1964,Conthey,Wallis,Gewerbe,-,400,105
28529,53566,20.03.2020, Poststrasse ,170,8957,Spreitenbach,Aargau,Wohnung,3,86,1700
28530,53567,20.03.2020,Waldhofstrasse ,36,4900,Langenthal,Bern,Wohnung,3.5,76,1405
28531,53569,10.03.2020,Route du Vieux-Collège ,7,1077,Servion,Waadt,Wohnung,3,95,1815
28532,53572,10.03.2020,Chemin du Verger ,10,1752,Villars-sur-Glâne,Freiburg,Wohnung,4.5,105,1970
28533,53573,19.02.2020,Linsebühlstrasse ,97,9000,St. Gallen,St. Gallen,Gewerbe,-,117,1655
28534,53574,24.02.2020,Linsebühlstrasse ,99,9000,St. Gallen,St. Gallen,Ladenfläche,-,98,1147
28535,53575,17.03.2020,Rue du Jura ,13,1023,Crissier,Waadt,Wohnung,3,92,1860
28536,53576,25.01.2020,Grabenstrasse ,1,5426,Lengnau AG,Aargau,Wohnung,4.5,124,2045
28537,53577,20.03.2020,Rue de la Borde ,25,1018,Lausanne,Waadt,Wohnung,4.5,96,2180
28538,53578,27.01.2020,Av. Général-Guisan ,58,1800,Vevey,Waadt,Wohnung,1,30,945
28539,53579,24.02.2020,Av. de la Gare ,5,1950,Sion,Wallis,Büro,-,23,227
28540,53580,20.02.2020,rte Henri-Dunant ,1,1700,Fribourg,Freiburg,Wohnung,4.5,132,2340
28541,53581,25.01.2020,Ch. de Monribeau ,3,1005,Lausanne,Waadt,Wohnung,1,23,1110
28542,53582,25.01.2020,Ch. de Monribeau ,3,1005,Lausanne,Waadt,Wohnung,1,23,1090
28543,53583,28.01.2020,Vorderbergweg ,4,4106,Therwil,Basel-Landschaft,Wohnung,2.5,84,1850
28544,53586,21.02.2020,Rue de la Mouline ,4,1022,Chavannes-près-Renens,Waadt,Wohnung,4.5,100,2124
28545,53587,05.03.2020,Schlachthofstrasse ,19,8406,Winterthur,Zürich,Büro,-,156,2954
28546,53589,22.03.2020,Route de Granges ,54,1616,Attalens,Freiburg,Wohnung,3.5,87,1815
28547,53590,22.03.2020,Route de Granges ,54,1616,Attalens,Freiburg,Wohnung,4.5,109,2115
28548,53592,12.03.2020,Impasse du Clos Perroud ,7,1678,Siviriez ,Freiburg,Studio,1.5,30,1000
28549,53593,04.12.2019,Ulmenweg ,12,4500,Solothurn,Solothurn,Wohnung,4,73,1390
28550,53594,04.12.2019,Im Gwidem ,13,4147,Aesch BL,Basel-Landschaft,Wohnung,4.5,83,1859
28551,53595,04.12.2019,Neudorfstrasse ,8,5727,Oberkulm,Aargau,Wohnung,3.5,97,1540
28552,53599,22.03.2020,Rue de Morat ,37,1700,Fribourg,Freiburg,Wohnung,1,16,690
28553,53600,24.01.2020,Eigerweg ,7,3177,Laupen BE,Bern,Wohnung,4,72,1340
28554,53602,12.03.2020,Speicherstr. ,27,9000,St. Gallen,St. Gallen,Wohnung,3.5,83,1520
28555,53606,17.12.2019,Rue du Château ,8,1510,Moudon,Waadt,Wohnung,3.5,104,1850
28556,53608,04.12.2019,Mühlemattweg ,4,5036,Oberentfelden,Aargau,Gewerbe,-,258,2980
28557,53610,04.12.2019,Zentralstrasse ,50,6036,Dierikon,Luzern,Attikawohnung,4.5,104,1890
28558,53612,08.03.2020,Heerenstrasse ,40,8706,Meilen,Zürich,Wohnung,4.5,104,3000
28559,53613,10.03.2020,Route de Mon-Repos ,11,1700,Fribourg,Freiburg,Wohnung,4,85,1610
28560,53616,20.02.2020,Täfernstrasse ,5,5405,Dättwil AG,Aargau,Büro,-,364,160
28561,53617,20.02.2020,Täfernstrasse ,5,5405,Dättwil AG,Aargau,Büro,-,245,160
28562,53618,20.02.2020,Täfernstrasse ,5,5405,Dättwil AG,Aargau,Büro,-,119,160
28563,53619,04.12.2019,Aeschlenstrasse ,2,3653,Oberhofen am Thunersee,Bern,Wohnung,4,85,1600
28564,53622,04.02.2020,Boulevard de Pérolles ,79,1700,Fribourg,Freiburg,Wohnung,3,73,1420
28565,53623,03.03.2020,Bv. des Pérolles ,57,1700,Fribourg,Freiburg,Wohnung,-,88,1940
28566,53625,05.03.2020,Chemin du Couchant ,23,1007,Lausanne,Waadt,Wohnung,3,53,2045
28567,53627,04.12.2019,Via al Giardino ,4,6598,Tenero,Tessin,Wohnung,2.5,60,1200
28568,53628,10.02.2020,Josefstrasse ,36,4658,Däniken SO,Solothurn,Wohnung,3.5,75,1770
28569,53630,04.12.2019,Bernstrasse ,25,3422,Alchenflüh,Bern,Wohnung,-,85,1200
28570,53631,06.12.2019,Wiesenstrasse ,36,8952,Schlieren,Zürich,Büro,5,300,250
28571,53632,10.02.2020,Josefstrasse ,36,4658,Däniken SO,Solothurn,Attikawohnung,3.5,71,1900
28572,53634,03.02.2020,Schaffhauserstrasse ,37,8400,Winterthur,Zürich,Büro,1,81,1235
28573,53635,11.03.2020,Allmendstrasse ,42,5300,Turgi,Aargau,Attikawohnung,4.5,96,2170
28574,53636,18.03.2020,Chemin de Laviau ,6,1805,Jongny,Waadt,Wohnung,4.5,140,2745
28575,53638,04.12.2019,Albulastrasse ,57,8048,Zürich,Zürich,Büro,-,88,2080
28576,53639,04.12.2019,Weinfelderstrasse ,42,8580,Amriswil,St. Gallen,Büro,1,22,480
28577,53640,04.12.2019,Industriestrasse ,3,7304,Maienfeld,Graubünden,Werkstatt,-,380,7140
28578,53641,31.01.2020,Grundweg ,5,8103,Unterengstringen,Zürich,Einfamilienhaus,6.5,180,4500
28579,53642,04.12.2019,Beckenmoosstrasse ,10,8586,Riedt b. Erlen,Thurgau,Wohnung,3.5,91,1570
28580,53643,04.03.2020,Kanalweg ,4,8714,Feldbach,Zürich,Gewerbe,-,140,1060
28581,53645,12.02.2020,Bollstrasse ,64,8405,Winterthur,Zürich,Wohnung,3.5,89,2250
28582,53646,21.01.2020,Bollstrasse ,64,8405,Winterthur,Zürich,Wohnung,4.5,107,2590
28583,53647,20.03.2020,Gallusstrasse ,14,6010,Kriens,Luzern,Wohnung,4.5,95,1705
28584,53653,11.03.2020,Hauptstrasse ,52,4127,Birsfelden,Basel-Landschaft,Wohnung,3,79,1725
28585,53654,29.01.2020,Weite Gasse ,34,5400,Baden,Aargau,Büro,3,86,2065
28586,53673,04.12.2019,Stettemerstrasse ,46,8207,Schaffhausen,Schaffhausen,Wohnung,5.5,156,1960
28587,53674,19.12.2019,Via alla Bozzoreda ,37,6963,Pregassona,Tessin,Büro,-,176,181
28588,53675,20.03.2020,Brandstr. ,5,8340,Hinwil,Zürich,Wohnung,4,88,1890
28589,53677,20.03.2020,Route des Tavys ,8,1874,Champéry,Wallis,Wohnung,4.5,150,2611
28590,53678,12.03.2020,Route de Fribourg ,27,1784,Courtepin,Freiburg,Wohnung,3.5,85,1695
28591,53679,04.12.2019,,3,5200,Grèce,Aargau,Einfamilienhaus,6,195,800
28592,53684,09.03.2020,Dorfstrasse ,42,4623,Neuendorf,Solothurn,Dachwohnung,2.5,87,1600
28593,53686,24.02.2020,Route du Chêne ,19,1562,Corcelles-près-Payerne,Freiburg,Wohnung,4.5,84,1450
28594,53687,04.02.2020,Erlenweg ,8,5036,Oberentfelden,Aargau,Wohnung,3,64,1395
28595,53688,04.02.2020,Sennheimerstrasse ,25,4054,Basel,Basel-Stadt,Maisonette / Duplex,4,119,2590
28596,53689,11.03.2020,Buechweid ,3,6215,Beromünster,Luzern,Wohnung,5.5,134,2020
28597,53691,20.03.2020,Bahnhofstrasse ,46,7302,Landquart,Graubünden,Loft,-,98,1790
28598,53696,18.02.2020,Rue des Finettes ,32,1920,Martigny,Wallis,Wohnung,2,50,1025
28599,53697,04.12.2019,Rue du Liseron ,9,1006,Lausanne,Waadt,Möbliertes Wohnobjekt,1,20,1750
28600,53698,04.12.2019,Dorfgasse ,2,8708,Männedorf,Zürich,Maisonette / Duplex,3,117,2890
28601,53701,18.03.2020,Brisigstrasse ,74,4054,Basel,Basel-Stadt,Wohnung,6,146,3700
28602,53702,02.03.2020,St. Jakobs-Strasse ,41,4132,Muttenz,Basel-Landschaft,Büro,-,172,3450
28603,53703,18.03.2020,Pelikanweg ,3,4054,Basel,Basel-Stadt,Wohnung,5.5,180,4400
28604,53704,04.12.2019,Binzstrasse ,39,8620,Wetzikon ZH,Zürich,Wohnung,3.5,78,1880
28605,53707,04.12.2019,Zollstrasse ,75,8212,Neuhausen am Rheinfall,Zürich,Wohnung,5.5,132,1860
28606,53712,13.03.2020,Schweissbergweg ,65,4102,Binningen,Basel-Landschaft,Wohnung,4.5,144,4840
28607,53715,09.12.2019,Flawilerstrasse ,30,9500,Wil SG,St. Gallen,Maisonette / Duplex,4.5,160,2760
28608,53717,04.12.2019, Sporgasse ,3,9472,Grabs,St. Gallen,Wohnung,3.5,80,1550
28609,53718,04.12.2019,rue du Midi ,2,1009,Pully,Waadt,Ladenfläche,-,85,2160
28610,53721,04.12.2019,Alte Jonastrasse ,48,8640,Rapperswil SG,Schwyz,Büro,-,159,2780
28611,53722,30.01.2020,Wolfackerweg ,4,5303,Würenlingen,Aargau,Wohnung,4.5,120,2080
28612,53723,04.12.2019,Via Ceresio ,43,6963,Pregassona,Tessin,Büro,-,309,3600
28613,53725,17.02.2020,Sportplatzstrasse ,15,9473,Gams,St. Gallen,Wohnung,4.5,88,1650
28614,53727,20.03.2020,Zugerstrasse ,42,8810,Horgen,Zürich,Maisonette / Duplex,5.5,167,4260
28615,53728,24.12.2019,Sportplatzstrasse ,15,9473,Gams,St. Gallen,Wohnung,3.5,70,1500
28616,53730,06.12.2019,Hurdnerstrasse ,66,8640,Hurden,Schwyz,Wohnung,5.5,213,10350
28617,53731,18.02.2020,Ile de Salagnon ,1,1815,Clarens,Waadt,Wohnung,4.5,126,3750
28618,53732,24.12.2019,Sportplatzstrasse ,15,9473,Gams,St. Gallen,Wohnung,3.5,70,1500
28619,53733,02.03.2020,Plazza da Scoula ,10,7500,St. Moritz,Graubünden,Ladenfläche,-,140,8334
28620,53734,09.03.2020,Mühlemattstrasse ,39,3178,Bösingen,Freiburg,Lager,-,125,920
28621,53737,09.01.2020,Rempartstrasse ,10,8880,Walenstadt,St. Gallen,Wohnung,4.5,130,2150
28622,53739,15.02.2020,Zürcherstrasse ,40,8730,Uznach,Schwyz,Wohnung,4.5,113,2150
28623,53740,26.02.2020,Contrada San Marco ,43,6982,Agno,Tessin,Ladenfläche,-,95,1550
28624,53741,03.03.2020,Zimmerlistrasse ,17,4663,Aarburg,Solothurn,Wohnung,3.5,103,1780
28625,53742,20.02.2020,Robert-Sulzer-Gasse ,18,8400,Winterthur,Zürich,Gewerbe,-,65,220
28626,53743,17.03.2020,Othmarstrasse ,20,8008,Zürich,Zürich,Wohnung,3.5,86,3900
28627,53744,16.02.2020,Tannenweg ,6,3715,Adelboden,Bern,Dachwohnung,4.5,140,2200
28628,53747,18.02.2020,Falkenstr. ,12,4103,Bottmingen,Basel-Landschaft,Wohnung,3.5,67,1780
28629,53748,24.01.2020,Blumenaustr. ,33,8645,Jona,St. Gallen,Attikawohnung,3.5,96,2410
28630,53750,11.03.2020,Zeughausweg ,8,3270,Aarberg,Bern,Wohnung,4.5,86,1740
28631,53751,04.12.2019,Rue de Savoie ,11,1530,Payerne,Waadt,Maisonette / Duplex,5.5,115,1949
28632,53752,30.01.2020,Aathalstrasse ,12,8610,Uster,Zürich,Wohnung,4.5,111,2760
28633,53754,27.02.2020,rue Centrale ,3,1564,Domdidier,Freiburg,Wohnung,3.5,72,1290
28634,53757,20.02.2020,Robert-Sulzer-Gasse ,18,8400,Winterthur,Zürich,Gewerbe,-,54,220
28635,53762,20.02.2020,Robert-Sulzer-Gasse ,4,8400,Winterthur,Zürich,Büro,-,49,1160
28636,53773,19.02.2020,Schrofenstrasse ,12,8580,Amriswil,St. Gallen,Büro,-,32,695
28637,53784,12.03.2020,Ch. des Rosiers ,13,1860,Aigle,Waadt,Wohnung,2,56,1310
28638,53786,20.02.2020,Place du Bourg-de-Four ,4,1204,Genève,Genf,Büro,2.5,100,3700
28639,53791,07.02.2020,Dailles ,16,1053,Cugy VD,Waadt,Büro,-,110,1500
28640,53797,20.03.2020,Säntisstrasse ,20,9400,Rorschach,St. Gallen,Wohnung,3.5,94,1300
28641,53804,14.01.2020,Chemin de l'Eglise ,12,1066,Epalinges,Waadt,Wohnung,3.5,90,2610
28642,53805,22.03.2020,Ch. de la Bioleyre ,1,1681,Billens,Freiburg,Wohnung,2.5,54,1385
28643,53806,10.03.2020,Route d'Avenches ,33,1595,Faoug,Bern,Wohnung,2.5,110,1390
28644,53809,22.03.2020,Rue des Pommiers ,48,1962,Pont-de-la-Morge (Sion),Wallis,Wohnung,3.5,87,1550
28645,53811,04.02.2020,Löwenplatz ,4,8733,Eschenbach SG,St. Gallen,Wohnung,3,72,1490
28646,53819,03.01.2020,Dornacherstr. ,210,4053,Basel,Basel-Stadt,Lager,-,395,2230
28647,53822,24.01.2020,Viale Stazione ,19,6500,Bellinzona,Tessin,Wohnung,2.5,67,1217
28648,53824,22.03.2020,Klosterfeldstrasse ,16,5630,Muri AG,Aargau,Wohnung,3.5,97,1925
28649,53826,05.03.2020,Bimerweg ,25,3303,Jegenstorf,Bern,Wohnung,5,99,1675
28650,53829,09.12.2019,Arbonerstrasse ,4,8599,Salmsach,Thurgau,Wohnung,3,60,1300
28651,53832,18.03.2020,Maladière ,4,2000,Neuchâtel,Neuenburg,Gewerbe,-,476,9125
28652,53834,03.12.2019,Arbonerstrasse ,4,8599,Salmsach,Thurgau,Gewerbe,-,50,1500
28653,53835,12.03.2020,Ruelle du Chauderon ,4,1820,Montreux,Waadt,Maisonette / Duplex,3,55,1400
28654,53836,25.01.2020,Rohrhagstrasse ,20,4104,Oberwil BL,Basel-Landschaft,Wohnung,4.5,89,1997
28655,53837,02.03.2020,Markircherstrasse ,41,4055,Basel,Basel-Stadt,Wohnung,3,68,1560
28656,53838,04.02.2020,Im Benze ,27,8222,Beringen,Schaffhausen,Attikawohnung,3.5,98,2030
28657,53840,03.02.2020,Im Spitzler ,7,8902,Urdorf,Zürich,Wohnung,3.5,97,2100
28658,53842,05.03.2020,Schlachthofstrasse ,19,8406,Winterthur,Zürich,Büro,-,116,2201
28659,53843,03.12.2019,Route de Meyrin ,123,1201,Genève,Genf,Büro,-,50,2000
28660,53844,24.02.2020,Route de Meyrin ,123,1201,Genève,Genf,Büro,-,20,650
28661,53845,04.03.2020,Avenue de Neuchâtel ,10,1450,Ste-Croix,Waadt,Wohnung,4.5,80,1400
28662,53850,03.12.2019,Baumgartenstrasse ,1,8910,Affoltern am Albis,Zürich,Wohnung,4.5,203,2575
28663,53851,12.03.2020,Wiesentalstrasse ,60,7000,Chur,Graubünden,Wohnung,4.5,83,1630
28664,53853,12.03.2020,Austrasse ,38,7000,Chur,Graubünden,Wohnung,3.5,66,1475
28665,53855,09.12.2019,Schlossmühlestr. ,248,8408,Winterthur,Zürich,Wohnung,4.5,124,2480
28666,53856,01.03.2020,Nordstrasse ,1,5610,Wohlen AG,Aargau,Büro,-,31,299
28667,53858,26.02.2020,Allschwilerstrasse ,54,4055,Basel,Basel-Stadt,Wohnung,3,69,1620
28668,53863,05.12.2019,Wiesenrain ,2,8730,Uznach,Schwyz,Attikawohnung,3.5,85,2100
28669,53865,03.01.2020,Eschenstrasse ,12,9200,Gossau SG,St. Gallen,Wohnung,3.5,85,1530
28670,53869,03.12.2019,Eisenburgstrasse ,8,8862,Schübelbach,Schwyz,Büro,3.5,92,1350
28671,53873,21.02.2020,Hardmattengut ,1,4802,Strengelbach,Aargau,Wohnung,2,31,900
28672,53874,11.12.2019,Richtiarkade ,15,8304,Wallisellen,Zürich,Büro,-,156,220
28673,53878,04.12.2019,Herbrächt ,2,6106,Werthenstein,Luzern,Wohnung,3.5,90,1800
28674,53880,17.03.2020,Hammerweg ,21,5702,Niederlenz,Aargau,Wohnung,3.5,93,1470
28675,53882,12.03.2020,Bahnhofstrasse ,117,8620,Wetzikon ZH,Zürich,Wohnung,3.5,97,1900
28676,53883,22.01.2020,Thurgauerstrasse ,132,8152,Glattbrugg,Zürich,Büro,-,33,2950
28677,53884,22.01.2020,Thurgauerstrasse ,132,8152,Opfikon,Zürich,Büro,-,33,2950
28678,53885,28.01.2020,Thurgauerstrasse ,132,8152,Glattbrugg,Zürich,Büro,-,115,7850
28679,53886,22.01.2020,Thurgauerstrasse ,132,8152,Glattbrugg,Zürich,Büro,-,20,1280
28680,53887,22.01.2020,Thurgauerstrasse ,132,8152,Opfikon,Zürich,Büro,-,115,7850
28681,53888,28.01.2020,Thurgauerstrasse ,132,8152,Opfikon,Zürich,Büro,-,20,1280
28682,53889,22.01.2020,Thurgauerstrasse ,132,8152,Glattpark (Opfikon),Zürich,Büro,-,20,1280
28683,53890,22.01.2020,Thurgauerstrasse ,132,8152,Glattpark (Opfikon),Zürich,Büro,-,115,7850
28684,53892,28.01.2020,Thurgauerstrasse ,132,8152,Glattpark (Opfikon),Zürich,Büro,-,33,2950
28685,53894,04.02.2020,Frauenfelderstrasse ,31,8555,Müllheim Dorf,Thurgau,Büro,-,18,480
28686,53895,18.03.2020,Chemin de Malavernaz ,7,1806,St-Légier-La Chiésaz,Waadt,Wohnung,3,68,1840
28687,53896,04.03.2020,Böcklinstrasse ,3,9000,St. Gallen,St. Gallen,Wohnung,2.5,50,1800
28688,53899,28.01.2020,Rinderstutzweg ,15,3818,Grindelwald,Bern,Wohnung,2.5,50,1200
28689,53902,03.12.2019,Allmenweg ,2,5610,Wohlen AG,Aargau,Wohnung,3,60,1295
28690,53903,15.01.2020,Rickenstrasse ,6,9014,St. Gallen,Appenzell Ausserrhoden,Wohnung,3.5,95,990
28691,53905,20.12.2019,Obertor ,7,9220,Bischofszell,St. Gallen,Wohnung,4.5,92,1390
28692,53906,03.12.2019,Zürcherstrasse ,46,5210,Windisch,Aargau,Ladenfläche,-,75,975
28693,53908,10.02.2020,Rue des Cloubeaux ,10,1905,Dorénaz,Wallis,Wohnung,3.5,96,1550
28694,53909,03.12.2019,Baslerstrasse ,44,8048,Zürich,Zürich,Werkstatt,-,373,4862
28695,53914,18.03.2020,Erchingerstrasse ,33,8500,Frauenfeld,Zürich,Wohnung,2.5,45,1220
28696,53915,09.12.2019,Place du Marché ,10,1530,Payerne,Waadt,Büro,3,61,1400
28697,53917,18.03.2020,Kastanienrain ,1,6440,Brunnen,Schwyz,Wohnung,4.5,116,2200
28698,53918,03.03.2020,Kehlmattliweg ,11,6410,Goldau,Schwyz,Wohnung,3.5,75,1627
28699,53919,02.03.2020,Lagerweg ,8,4900,Langenthal,Bern,Wohnung,4.5,91,1530
28700,53920,04.02.2020,Kommetsrüti ,36,6110,Wolhusen,Luzern,Wohnung,4.5,108,1740
28701,53922,16.01.2020,via Val Maggiore ,4,6807,Taverne,Tessin,Wohnung,4.5,120,1760
28702,53926,12.02.2020,Längweiherstr. ,20,6014,Luzern,Luzern,Wohnung,3.5,75,1540
28703,53927,03.12.2019,Hauptstrasse ,37,8242,Hofen SH,Schaffhausen,Wohnung,2.5,71,1390
28704,53929,05.02.2020,Route du Burenoz ,35,1092,Belmont-sur-Lausanne,Waadt,Wohnung,3.5,97,1720
28705,53931,13.12.2019,Corso Elvezia ,2,6900,Lugano,Tessin,Ladenfläche,-,47,459
28706,53932,03.12.2019,Janahof ,7,8722,Kaltbrunn,St. Gallen,Wohnung,5.5,142,2050
28707,53938,13.03.2020,Löwenstrasse ,9,8133,Esslingen,Zürich,Wohnung,4.5,117,2530
28708,53945,18.03.2020,Hauptstrasse ,16,5330,Bad Zurzach,Aargau,Büro,-,140,1400
28709,53946,05.03.2020,Hauptstrasse ,28,9113,Degersheim,Appenzell Ausserrhoden,Wohnung,3.5,95,950
28710,53947,12.03.2020,Place du Bourg-de-Four ,4,1204,Genève,Genf,Büro,2.5,100,3700
28711,53948,02.03.2020,Schlachthausstrasse ,23,2540,Grenchen,Solothurn,Wohnung,3.5,87,1660
28712,53954,06.12.2019,Thunstrasse ,26,3400,Burgdorf,Bern,Wohnung,4.5,90,1910
28713,53955,19.03.2020,Mühlackerstrasse ,6,4563,Gerlafingen,Solothurn,Maisonette / Duplex,4.5,97,1760
28714,53957,24.01.2020,St. Alban-Ring ,227,4052,Basel,Basel-Stadt,Wohnung,2,66,1610
28715,53958,03.03.2020,Axensteinstr. ,4,9000,St. Gallen,St. Gallen,Wohnung,3.5,98,1680
28716,53959,16.03.2020,Längweiherstr. ,20,6014,Luzern,Luzern,Wohnung,4.5,89,1720
28717,53960,03.03.2020,Kesselhaldenstr. ,83,9016,St. Gallen,St. Gallen,Wohnung,3,64,1270
28718,53963,03.12.2019,Rüchligstrasse ,2,4332,Stein AG,Aargau,Wohnung,4.5,146,2980
28719,53965,07.03.2020,Rüchligstrasse ,2,4332,Stein AG,Aargau,Wohnung,3.5,103,2090
28720,53966,16.01.2020,Rüchligstrasse ,2,4332,Stein AG,Aargau,Büro,3,77,1450
28721,53967,02.03.2020,Hegimattstrasse ,21,5024,Küttigen,Aargau,Wohnung,3.5,76,1950
28722,53968,30.01.2020,Murenbergstr. ,15,4416,Bubendorf,Basel-Landschaft,Wohnung,3.5,110,1880
28723,53969,09.12.2019,Mooswiesen ,1,8416,Flaach,Zürich,Wohnung,4.5,150,2150
28724,53970,03.12.2019,Zürichstrasse ,60,8910,Affoltern am Albis,Zürich,Wohnung,4,85,1850
