,ID,date,Strasse,Hausnummer,PLZ,Ort,type,Zimmer,Fläche,Preis
24051,24051,24.02.2020,Schlimpergstrasse ,2,8307,Effretikon,Büro,-,240,160
24052,24052,19.03.2020,Kreuzbühlstrasse ,12,9015,St. Gallen,Wohnung,4.5,117,2130
24059,24059,24.02.2020,Zürichstrasse ,11,6004,Luzern,Wohnung,3.5,91,1950
24061,24061,24.02.2020,Mattweid ,30,6204,Sempach,Wohnung,4.5,88,1640
24062,24062,26.02.2020,Sonnhaldestrasse ,10,6210,Sursee,Wohnung,4.5,101,1600
24063,24063,25.02.2020,Bruchstrasse ,12,6003,Luzern,Wohnung,4.5,105,2435
24065,24065,20.03.2020,Solothurnerstrasse ,259,4600,Olten,Büro,-,50,205
24066,24066,20.03.2020,Rötzmattweg ,51,4600,Olten,Büro,-,40,870
24069,24069,24.02.2020,Bodenacherstrasse ,66,8121,Benglen,Wohnung,4.5,98,2000
24070,24070,24.02.2020,Im Zentrum ,10,8634,Hombrechtikon,Ladenfläche,-,117,2327
24071,24071,15.03.2020,Bosenhaldenweg ,25,4125,Riehen,Wohnung,4.5,105,2995
24073,24073,28.02.2020,Kronenstrasse ,4,5300,Turgi,Wohnung,4.5,108,2600
24074,24074,17.03.2020,Suhrerstrasse ,57,5036,Oberentfelden,Büro,-,162,145
24075,24075,17.03.2020,Suhrerstrasse ,57,5036,Oberentfelden,Gewerbe,-,721,105
24077,24077,24.02.2020,Aeschstrasse ,23,5430,Wettingen,Dachwohnung,3.5,90,1550
24078,24078,17.03.2020,Im Wannenboden ,10,4133,Pratteln,Lager,-,800,110
24079,24079,16.03.2020,Suhrerstrasse ,57,5036,Oberentfelden,Lager,-,721,105
24080,24080,17.03.2020,Rötzmattweg ,51,4600,Olten,Lager,-,840,88
24081,24081,17.03.2020,Rötzmattweg ,51,4600,Olten,Gewerbe,-,840,88
24082,24082,24.02.2020,Lindächerstrasse ,1,5413,Birmenstorf AG,Lager,-,808,120
24085,24085,24.02.2020,Chaltenbodenstrasse ,16,8834,Schindellegi,Büro,2,78,1900
24088,24088,24.02.2020,Lagerhausstrasse ,12,4914,Roggwil BE,Lager,-,784,112
24089,24089,19.03.2020,Halta ,46,3186,Düdingen,Wohnung,3.5,89,1790
24091,24091,24.02.2020,Buechstrasse ,35,8645,Jona,Lager,-,168,100
24092,24092,24.02.2020,Buechstrasse ,35,8645,Jona,Gewerbe,-,168,100
24093,24093,24.02.2020,Degenstrasse ,3,6010,Kriens,Büro,2,100,1465
24094,24094,10.03.2020,Chemin de la Maraîche ,17,1802,Corseaux,Wohnung,4.5,115,3180
24095,24095,18.03.2020,Weiherweg ,32,4054,Basel,Möbliertes Wohnobjekt,1,22,1550
24096,24096,24.02.2020,Mädriserstrasse ,39,8887,Mels,Einfamilienhaus,-,100,2100
24097,24097,01.03.2020,Avenue du Temple ,15,1012,Lausanne,Möbliertes Wohnobjekt,3.5,70,2550
24100,24100,24.02.2020,Hauentalstrasse ,43,8200,Schaffhausen,Wohnung,3.5,80,1400
24101,24101,24.02.2020,Feldeggstrasse ,30,3322,Urtenen-Schönbühl,Wohnung,-,90,1560
24102,24102,02.03.2020,Bollhofweg ,12,5610,Wohlen AG,Wohnung,4.5,123,1990
24103,24103,08.03.2020,Dorfstrasse ,58,8966,Oberwil-Lieli,Dachwohnung,4.5,90,2000
24104,24104,10.03.2020,Im Gsteig ,16,8713,Uerikon,Doppeleinfamilienhaus,6.5,140,3328
24105,24105,24.02.2020,Römerstrasse ,96,8404,Winterthur,Maisonette / Duplex,5,90,2300
24107,24107,24.02.2020,Tellistrasse ,92,5000,Aarau,Loft,1,69,1710
24108,24108,17.03.2020,Bucheggstrasse ,12,2540,Grenchen,Wohnung,2.5,52,950
24110,24110,15.03.2020,Schlössliweg ,14,5425,Schneisingen,Wohnung,3.5,113,1865
24112,24112,24.02.2020,St. Gallerstrasse ,66,8352,Elsau,Wohnung,4,88,1890
24113,24113,24.02.2020,Sperrstrasse ,43,4057,Basel,Wohnung,3,64,1330
24114,24114,14.03.2020,Allmendstrasse ,5,5621,Zufikon,Büro,-,180,135
24121,24121,24.02.2020,Höschgasse ,38,8008,Zürich,Wohnung,3,88,3900
24122,24122,27.02.2020,Seestrasse ,640,8706,Meilen,Einfamilienhaus,4.5,250,4490
24123,24123,24.02.2020,rte de la Ferme ,18,1470,Estavayer-le-Lac,Wohnung,3.5,100,1660
24125,24125,12.03.2020,Lintheschergasse ,21,8001,Zürich,Büro,-,100,550
24128,24128,24.02.2020,Langrüttiweg ,10,4153,Reinach BL,Wohnung,3,69,1492
24129,24129,24.02.2020,Kalm ,8,4208,Nunningen,Wohnung,3,72,1200
24130,24130,24.02.2020,Steinengraben ,77,4051,Basel,Wohnung,3.5,90,2340
24131,24131,24.02.2020,Zimbergstrasse ,11,8335,Hittnau,Maisonette / Duplex,6.5,156,2448
24132,24132,24.02.2020,Mitteldorf ,13,5102,Rupperswil,Wohnung,3.5,95,1600
24133,24133,24.02.2020,"Lörracherstrasse, ",96,4125,Riehen,Dachwohnung,3.5,85,1500
24134,24134,24.02.2020,Zopfgasse ,6,5603,Staufen,Wohnung,4.5,116,2000
24136,24136,02.03.2020,Untere Mühle ,8,8173,Neerach,Wohnung,3.5,104,2250
24138,24138,25.02.2020,Schmittnerstrasse ,53,7212,Seewis-Schmitten,Wohnung,4.5,85,1320
24139,24139,25.02.2020,Zilstrasse ,9,8153,Rümlang,Wohnung,3.5,130,2220
24140,24140,24.02.2020,Schlattweg ,6,4147,Aesch BL,Wohnung,3,79,1700
24141,24141,24.02.2020,Burghofstrasse ,13,8105,Regensdorf,Maisonette / Duplex,3.5,139,2975
24143,24143,24.02.2020,Wolfacker ,9,4657,Dulliken,Wohnung,2.5,65,995
24145,24145,24.02.2020,Zugerstrasse ,110,8810,Horgen,Wohnung,-,79,1775
24146,24146,24.02.2020,St. Gallerstrasse ,27,9500,Wil SG,Wohnung,3.5,97,1930
24147,24147,24.02.2020,Tamporiva ,2,6533,Lumino,Wohnung,2.5,61,1250
24148,24148,24.02.2020,Grünhofstrasse ,9,8506,Lanzenneunforn,Maisonette / Duplex,3.5,60,2130
24149,24149,24.02.2020,Grünhofstrasse ,9,8506,Lanzenneunforn,Wohnung,2.5,200,1580
24150,24150,24.02.2020,Coulon ,6,2000,Neuchâtel,Maisonette / Duplex,4.5,130,2788
24151,24151,24.02.2020,"Zücherstrasse, ",41,5210,Windisch,Wohnung,3.5,65,1600
24153,24153,24.02.2020,Luzernerstrasse ,12,5712,Beinwil am See,Büro,2,70,950
24154,24154,05.03.2020,Grand-Rue ,6,1204,Genève,Einzelzimmer,1,24,1015
24155,24155,24.02.2020,Baslerstrasse ,80,4600,Olten,Einzelzimmer,1,10,400
24156,24156,26.02.2020,Kantonsschulstrasse ,17,8180,Bülach,Dachwohnung,3.5,92,2290
24157,24157,24.02.2020,Seestrasse ,181,8820,Wädenswil,Ladenfläche,-,75,1257
24158,24158,24.02.2020,Via Massagno ,32,6900,Lugano,Wohnung,2.5,60,1715
24159,24159,24.02.2020,Fehlwies ,12,8599,Salmsach,Wohnung,2.5,57,1000
24161,24161,24.02.2020,Dorfstrasse ,16,8248,Uhwiesen,Einfamilienhaus,4,160,2000
24162,24162,24.02.2020,Schulgasse ,7,8400,Winterthur,Ladenfläche,-,102,1700
24165,24165,24.02.2020,Dorfstrasse ,26,9313,Muolen,Wohnung,4.5,89,1800
24166,24166,24.02.2020,Glatthaldenstrasse ,18,9230,Flawil,Gewerbe,-,450,39000
24167,24167,24.02.2020,Strada Növa ,3,6822,Arogno,Wohnung,2,30,700
24169,24169,24.02.2020,Dorfstrasse ,28,9313,Muolen,Wohnung,4.5,104,1830
24170,24170,24.02.2020,Luziaweg ,9,8807,Freienbach,Wohnung,2.5,50,1590
24183,24183,09.03.2020,Dorfstrasse ,20,8175,Windlach,Wohnung,4.5,92,1770
24184,24184,26.02.2020,Sandgrubenstrasse ,30,8455,Rüdlingen,Reihenfamilienhaus,5,190,2650
24185,24185,04.03.2020,Bahnhofstrasse ,21,3125,Toffen,Wohnung,3.5,80,1420
24186,24186,24.02.2020,Luzernerstrasse ,1,6030,Ebikon,Coiffeursalon,2,40,1100
24187,24187,05.03.2020,Hermann-Lienhardstrasse ,47,2504,Biel/Bienne,Wohnung,3,93,1600
24188,24188,09.03.2020,Rollisbühl ,22,3262,Suberg,Wohnung,4.5,85,1600
24189,24189,09.03.2020,Birkenweg ,10,3292,Busswil BE,Wohnung,3.5,70,1290
24190,24190,05.03.2020,Zeughausweg ,6,3270,Aarberg,Wohnung,4.5,86,1720
24191,24191,11.03.2020,Grand Rue ,66,2710,Tavannes,Wohnung,-,72,960
24192,24192,24.02.2020,Bahnhofstrasse ,73,8620,Wetzikon ZH,Wohnung,3.5,98,2350
24193,24193,27.02.2020,Opfikonerstrasse ,60,8304,Wallisellen,Wohnung,2.5,85,1869
24194,24194,20.03.2020,Bachweg ,1,3054,Schüpfen,Wohnung,2.5,100,1650
24197,24197,20.03.2020,Weierweg ,14,3053,Münchenbuchsee,Wohnung,3.5,70,1200
24199,24199,20.03.2020,Bernstrasse ,39,3302,Moosseedorf,Wohnung,4.5,85,1540
24200,24200,20.03.2020,chemin des Blanchards ,4,2533,Evilard,Wohnung,4.5,105,1950
24203,24203,20.03.2020,Lindenpark ,43,3427,Utzenstorf,Wohnung,3.5,83,1680
24204,24204,20.03.2020,Gewerbestrasse ,20,3432,Lützelflüh-Goldbach,Wohnung,3,60,1200
24206,24206,20.03.2020,berneckerstrasse ,8,9434,Au SG,Wohnung,2.5,76,1190
24208,24208,20.03.2020,Militärstrasse ,41,3014,Bern,Wohnung,1.5,25,950
24212,24212,20.03.2020,Schönaustrasse ,81,9000,St. Gallen,Wohnung,4.5,98,1350
24213,24213,20.03.2020,Blumenweg ,6,4932,Lotzwil,Einfamilienhaus,5,107,1750
24214,24214,20.03.2020,Bahnhofstrasse ,6,3507,Biglen,Wohnung,4.5,114,2090
24216,24216,20.03.2020,Dörfli ,3,3628,Uttigen,Wohnung,3,62,1200
24218,24218,20.03.2020,Untere Gasse ,3,9470,Buchs SG,Einfamilienhaus,5.5,600,2200
24219,24219,20.03.2020,General Dufourstrasse ,56,2502,Biel/Bienne,Wohnung,3.5,80,1670
24220,24220,20.03.2020,Rosenbergstrasse ,87,9000,St. Gallen,Einzelzimmer,-,20,530
24222,24222,20.03.2020,Feuerwehrstrasse ,22,9400,Rorschach,Wohnung,4,85,1460
24226,24226,24.02.2020,Hohrütistrasse ,25,6020,Emmenbrücke,Wohnung,4.5,108,2110
24232,24232,14.03.2020,Sportstrasse ,11,5430,Wettingen,Wohnung,3,80,1800
24235,24235,22.03.2020,Ziegeleiweg ,2,8840,Einsiedeln,Wohnung,3,84,1390
24236,24236,24.02.2020,Schönbühlring ,15,6005,Luzern,Wohnung,1,45,990
24258,24258,01.03.2020,Bachstrasse ,25,8200,Schaffhausen,Wohnung,2.5,69,1172
24259,24259,24.02.2020,Buchenweg ,5,8500,Frauenfeld,Wohnung,2.5,70,1480
24263,24263,22.03.2020,Walhallastrasse ,10,9320,Arbon,Wohnung,2.5,50,980
24265,24265,24.02.2020,Kempttalstrasse ,69,8320,Fehraltorf,Wohnung,2.5,100,1590
24267,24267,24.02.2020,Fürstenaugasse ,7,9500,Wil SG,Wohnung,1,16,1063
24270,24270,22.03.2020,Weissensteinstrasse ,45,4500,Solothurn,Wohnung,2.5,55,1180
24272,24272,24.02.2020,Kreuzstrasse ,17,8008,Zürich,Möbliertes Wohnobjekt,1.5,30,1300
24288,24288,03.03.2020,Chemin des Clos ,8,1020,Renens VD,Wohnung,2.5,70,1700
24289,24289,10.03.2020,Rue d'En-Haut ,27,1143,Apples,Wohnung,3.5,100,2220
24290,24290,05.03.2020,Rue Numa-Droz ,4,2300,La Chaux-de-Fonds,Wohnung,3.5,63,950
24294,24294,03.03.2020,Rue Numa-Droz ,4,2300,La Chaux-de-Fonds,Wohnung,3.5,53,890
24295,24295,03.03.2020,Avenue Alexandre Vinet ,7,1815,Clarens,Wohnung,3,78,1725
24300,24300,03.03.2020,Ruelle Centrale ,2,1963,Vétroz,Wohnung,3.5,85,1290
24301,24301,20.03.2020,Route du Camp ,3,1145,Bière,Wohnung,3.5,70,1830
24304,24304,20.03.2020,Route du Camp ,3,1145,Bière,Wohnung,3,70,1760
24305,24305,06.03.2020,Rue d'En-Haut ,27,1143,Apples,Wohnung,3.5,120,2290
24307,24307,03.03.2020,Ruelle Centrale ,2,1963,Vétroz,Wohnung,2.5,53,980
24309,24309,20.03.2020,Route du Camp ,3,1145,Bière,Wohnung,3,65,1620
24310,24310,03.03.2020,Rue de Lausanne ,41,1020,Renens VD,Wohnung,2.5,51,1560
24311,24311,20.03.2020,Route du Camp ,3,1145,Bière,Wohnung,2,57,1440
24313,24313,06.03.2020,Avenue de Florissant ,4,1020,Renens VD,Wohnung,3.5,100,2100
24315,24315,23.02.2020,Kräzernstr. ,75,9015,St. Gallen,Wohnung,2,47,920
24322,24322,17.03.2020,Am Hardgraben ,11,4623,Neuendorf,Wohnung,4.5,108,1795
24323,24323,23.02.2020,Bärengasse ,23,4800,Zofingen,Wohnung,3.5,101,1640
24324,24324,17.03.2020,Am Hardgraben ,6,4623,Neuendorf,Wohnung,3.5,91,1550
24325,24325,17.03.2020,Am Hardgraben ,8,4623,Neuendorf,Wohnung,4.5,108,1695
24326,24326,17.03.2020,Am Hardgraben ,1,4623,Neuendorf ,Attikawohnung,4.5,114,2460
24330,24330,09.03.2020,Caroline ,2,1003,Lausanne,Büro,8,212,3500
24331,24331,23.02.2020,Caroline ,2,1003,Lausanne,Büro,8,212,3500
24333,24333,06.03.2020,Via San Gottardo ,130,6517,Arbedo,Wohnung,2.5,50,900
24336,24336,21.03.2020,,6,8730,Michelbach-le-Bas,Einfamilienhaus,6,140,1100
24343,24343,23.02.2020,Rue St.-Bernard ,7,1510,Moudon,Wohnung,4.5,122,2020
24347,24347,22.03.2020,Elsässerstrasse ,93,4056,Basel,Wohnung,3.5,106,2480
24349,24349,23.02.2020,Märzenbühlstrasse ,23,8102,Oberengstringen,Wohnung,3.5,81,2060
24360,24360,05.03.2020,Schlossstrasse ,21,3098,Köniz,Wohnung,3.5,68,1570
24361,24361,12.03.2020,"Bahnhofstrasse, ",122,8620,Wetzikon ZH,Wohnung,3.5,90,1990
24362,24362,23.02.2020,Sonnental ,1,8555,Müllheim Dorf,Wohnung,4.5,105,1665
24365,24365,23.02.2020,Bachtobelstrasse ,3,8472,Seuzach,Wohnung,4,102,1995
24366,24366,24.02.2020,Rotackerstrasse ,34,8304,Wallisellen,Wohnung,5,140,2750
24368,24368,22.03.2020,Mühletalweg ,5,4600,Olten,Wohnung,1.5,27,870
24369,24369,23.02.2020,Rebhaldenweg ,1,5408,Ennetbaden,Wohnung,2.5,62,1590
24371,24371,22.03.2020,Gassa Suro ,1,7013,Domat-Ems,Wohnung,3.5,100,1395
24373,24373,11.03.2020,Oberlandstrasse ,113,8610,Uster,Wohnung,3.5,90,1990
24376,24376,22.03.2020,Schwendi ,328,3625,Heiligenschwendi,Wohnung,2,40,1190
24381,24381,24.02.2020,Weidweg ,2,8854,Siebnen,Wohnung,4.5,94,1860
24383,24383,24.02.2020,Hertizentrum ,15,6300,Zug,Büro,1,65,320
24387,24387,22.02.2020,Hohlstrasse ,534,8048,Zürich,Büro,-,37,1350
24388,24388,24.02.2020,Hohlstrasse ,534,8048,Zürich,Büro,-,18,650
24389,24389,22.02.2020,Etzelstrasse ,21,8808,Pfäffikon SZ,Büro,1,22,320
24391,24391,09.03.2020,Rue St.-Bernard ,7,1510,Moudon,Wohnung,4.5,122,2020
24392,24392,24.02.2020,Diessenhoferstrasse ,1,8252,Schlatt TG,Wohnung,2.5,70,1380
24394,24394,24.02.2020,Diessenhoferstrasse ,1,8252,Schlatt TG,Möbliertes Wohnobjekt,2.5,70,1590
24395,24395,15.03.2020,Bahnhofstrasse ,4,8360,Eschlikon TG,Attikawohnung,5.5,190,3340
24396,24396,22.02.2020,Avenue Maurice-Troillet ,126,1950,Sion,Wohnung,2.5,50,1100
24397,24397,22.02.2020,Nepomukplatz ,3,4143,Dornach,Wohnung,3.5,95,1925
24399,24399,13.03.2020,Helgenfeld ,41,5034,Suhr,Wohnung,4.5,113,1745
24401,24401,24.02.2020,Hauptstrasse ,59,4313,Möhlin,Gewerbe,-,146,3230
24406,24406,22.02.2020,Altrheinweg ,54,4057,Basel,Wohnung,-,66,1490
24407,24407,22.02.2020,Vial da la Stazion ,284,7742,Poschiavo,Wohnung,4,115,800
24409,24409,22.02.2020,Fehrenstrasse ,45,4226,Breitenbach,Maisonette / Duplex,4.5,156,1825
24410,24410,04.03.2020,Neue Aarburgerstrasse ,20,4852,Rothrist,Büro,-,184,1875
24411,24411,09.03.2020,Talstrasse ,45,4104,Oberwil BL,Wohnung,3.5,101,2400
24414,24414,07.03.2020,Geiselweidstrasse ,5,8400,Winterthur,Wohnung,4.5,82,2150
24416,24416,22.02.2020,Schulweg ,12,5033,Buchs AG,Wohnung,3,61,1400
24417,24417,09.03.2020,Via da Mulin ,4,7504,Pontresina,Maisonette / Duplex,2.5,52,1050
24422,24422,22.02.2020,Oberwilerstrasse ,2,8547,Gachnang,Wohnung,5.5,115,1985
24423,24423,06.03.2020,Morgentalstrasse ,27,8355,Aadorf,Attikawohnung,2.5,60,1690
24425,24425,27.02.2020,Rue de l'Église ,4,2000,Neuchâtel,Wohnung,2,55,1350
24430,24430,25.02.2020,Im Dörfli ,2,8706,Meilen,Wohnung,2.5,66,1890
24431,24431,25.02.2020,Im Dörfli ,2,8706,Meilen,Wohnung,2.5,66,1890
24432,24432,10.03.2020,Gjuchstrasse ,30,8953,Dietikon,Wohnung,4,65,1670
24433,24433,06.03.2020,Geiselweidstrasse ,5,8401,Winterthur,Wohnung,4.5,83,2150
24434,24434,22.02.2020,Seestrasse ,834,8706,Meilen,Wohnung,3.5,94,4100
24435,24435,22.02.2020,Oberfeld ,256,4233,Meltingen,Doppeleinfamilienhaus,5.5,160,2380
24436,24436,22.02.2020,Wildeggstrasse ,37,9000,St. Gallen,Wohnung,1,25,550
24438,24438,13.03.2020,"CityWest, HH",32,7000,Chur,Wohnung,4.5,116,2200
24439,24439,22.02.2020,St. Gallerstrasse ,55,9038,Rehetobel,Wohnung,4.5,91,1650
24440,24440,26.02.2020,St. Gallerstrasse ,57,9038,Rehetobel,Wohnung,4.5,112,1840
24462,24462,22.02.2020, Kirchstrasse ,58,3940,Steg,Wohnung,3.5,94,1190
24472,24472,24.02.2020,Römerstrasse ,26,4055,Basel,Wohnung,4,75,1460
24476,24476,10.03.2020,Bruch ,4,8750,Glarus,Wohnung,4.5,91,1070
24477,24477,22.02.2020,Rankwog ,2,4632,Trimbach,Wohnung,3.5,78,1450
24478,24478,22.02.2020,Feldstrasse ,8,5415,Nussbaumen AG,Wohnung,4.5,84,1690
24483,24483,22.02.2020,Bergalingerstrasse ,3,4058,Basel,Möbliertes Wohnobjekt,3.5,75,1990
24497,24497,22.02.2020,Hauptstrasse ,43,8865,Bilten,Wohnung,4.5,80,1178
24501,24501,22.02.2020,Route de Villars-Dessous ,2,1172,Bougy-Villars,Einfamilienhaus,6,160,3200
24503,24503,18.03.2020,Rue de la Plage ,3,1844,Villeneuve VD,Wohnung,3.5,108,2890
24505,24505,22.02.2020,Calandastrasse ,25,7000,Chur,Einzelzimmer,1,18,580
24506,24506,13.03.2020,Herrengasse ,6,8853,Lachen SZ,Büro,-,93,2200
24507,24507,22.02.2020,Sömmerlistrasse ,12,9000,St. Gallen,Wohnung,3,73,1255
24508,24508,22.02.2020,Sternenstrasse ,18,9230,Flawil,Wohnung,4,80,1180
24510,24510,22.02.2020,Mattengasse ,11,8005,Zürich,Möbliertes Wohnobjekt,2.5,55,1435
24511,24511,28.02.2020,Kirchbreitestrasse ,20,6033,Buchrain,Wohnung,3.5,104,2420
24512,24512,26.02.2020,Rathausstrasse ,70,4410,Liestal,Wohnung,3.5,83,1595
24513,24513,22.02.2020,Dorfbachstrasse ,7,6467,Schattdorf,Werkstatt,-,14,100
24515,24515,17.03.2020,Schwarzenburgstrasse ,73,3097,Liebefeld,Wohnung,3.5,79,2060
24516,24516,22.03.2020,Schulstrasse ,1,9242,Oberuzwil,Büro,-,58,950
24517,24517,18.03.2020,Schwarzenburgstrasse ,73,3097,Liebefeld,Wohnung,2.5,49,1640
24518,24518,18.03.2020,Schwarzenburgstrasse ,73,3097,Liebefeld,Wohnung,2.5,59,1690
24519,24519,22.02.2020,Edlischwil ,504,9205,Waldkirch,Gewerbe,-,650,2800
24521,24521,21.03.2020,Bahnhofstrasse ,80,3970,Salgesch,Wohnung,4,75,1300
24522,24522,12.03.2020,Schwarzenburgstrasse ,73,3097,Liebefeld,Wohn- / Geschäftshaus,-,132,2610
24523,24523,22.02.2020,Schwarzenburgstrasse ,73,3097,Liebefeld,Wohn- / Geschäftshaus,-,272,3740
24524,24524,22.03.2020,Brunnmattstrasse ,6,5610,Wohlen AG,Wohnung,3.5,68,1900
24526,24526,18.03.2020,Schwarzenburgstrasse ,73,3097,Liebefeld,Wohnung,2.5,48,1590
24527,24527,22.02.2020,Wankdorffeldstrasse ,75,3014,Bern,Wohnung,4.5,115,2200
24529,24529,22.02.2020,Wartenbergstrasse ,30,4127,Birsfelden,Dachwohnung,3,70,1510
24530,24530,22.03.2020,Kurzweg ,5,8200,Schaffhausen,Wohnung,2.5,57,1180
24531,24531,24.02.2020,Caschnees ,5,7013,Domat/Ems,Wohnung,4.5,100,1820
24532,24532,22.03.2020,Bahnhofstrasse ,46,5400,Baden,Büro,-,40,1390
24534,24534,22.02.2020,Altwinkelnstrasse ,17,9015,St. Gallen,Wohnung,3.5,87,1580
24535,24535,22.02.2020,Lehenmattstrasse ,305,4052,Basel,Wohnung,3.5,87,2210
24536,24536,22.03.2020,Hofackerstrasse ,37,4132,Muttenz,Wohnung,3,68,1440
24537,24537,22.03.2020,Cabione ,4,6900,Massagno,Wohnung,2.5,70,1450
24541,24541,02.03.2020,Untere Bahnhofstrasse ,16,8580,Amriswil,Wohnung,3.5,82,1495
24542,24542,22.02.2020,Dorfstrasse ,23,9122,Mogelsberg,Wohnung,3.5,85,1190
24544,24544,22.02.2020,Dorstrasse ,23,9122,Mogelsberg,Büro,-,45,550
24545,24545,22.02.2020,Claragraben ,83,4058,Basel,Wohnung,5.5,128,2750
24546,24546,22.03.2020,Hohlweg ,3,4125,Riehen,Attikawohnung,4.5,138,2960
24547,24547,22.02.2020,Usterstrasse ,57,8308,Illnau,Wohnung,3.5,84,1690
24549,24549,22.02.2020,Säntisstrasse ,4,9100,Herisau,Dachwohnung,4,82,1050
24552,24552,22.02.2020,Güggugässli ,17,1794,Salvenach,Wohnung,4.5,95,1980
24553,24553,22.02.2020,Obergasse ,23,8400,Winterthur,Maisonette / Duplex,4.5,110,3500
24554,24554,22.02.2020,Chaumontweg ,22,3095,Spiegel b. Bern,Wohnung,3.5,86,2095
24556,24556,22.02.2020,Elggerstrasse ,46,8356,Ettenhausen TG,Wohnung,5.5,128,1660
24558,24558,22.02.2020,Dorfplatz ,5,3110,Münsingen,Wohnung,2.5,52,1260
24560,24560,22.02.2020,Hüttenwiesstrasse ,9,9016,St. Gallen,Wohnung,2.5,52,1450
24563,24563,22.02.2020,Ringstrasse ,24,7000,Chur,Büro,-,90,1040
24564,24564,22.02.2020,Dekan-Oeschstrasse ,10,7310,Bad Ragaz,Wohnung,4.5,142,2390
24565,24565,22.02.2020,Neugasse ,6,9620,Lichtensteig,Wohnung,3.5,100,990
24567,24567,22.02.2020,Churzbreitenstrasse ,14,9473,Gams,Wohnung,4.5,90,1510
24569,24569,22.02.2020,Büttenenstrasse ,16,6006,Luzern,Wohnung,4.5,92,1918
24570,24570,22.02.2020,Vadianstrasse ,33,9000,St. Gallen,Wohnung,2,60,980
24571,24571,22.02.2020,Ringstr. ,1,4600,Olten,Büro,-,127,177
24581,24581,22.03.2020,Trieschäckerstrasse ,6,5032,Aarau Rohr,Wohnung,3.5,89,1760
24590,24590,22.02.2020,Gysulaweg ,10,5034,Suhr,Wohnung,4,83,1425
24591,24591,22.02.2020,Avenue du Galicien ,9,1008,Prilly,Wohnung,3.5,84,2250
24592,24592,10.03.2020,Avenue Victor-Ruffy ,12,1012,Lausanne,Wohnung,2.5,52,1600
24594,24594,22.02.2020,Grabenring ,30,4123,Allschwil,Wohnung,3,70,1500
24595,24595,10.03.2020,Neueneichweg ,35,4153,Reinach BL,Wohnung,3,67,1540
24600,24600,22.02.2020,Niklaus-Konrad-Strasse ,27,4500,Solothurn,Büro,-,104,2540
24601,24601,22.02.2020,Niklaus-Konrad-Strasse ,27,4500,Solothurn,Büro,-,155,2700
24602,24602,11.03.2020,Rue des Eaux-Vives ,112,1207,Genève,Wohnung,3,64,2985
24605,24605,22.02.2020,Rue Bibracte ,9,1580,Avenches,Wohnung,1.5,34,1050
24606,24606,21.03.2020,Chemin de la Fruitière ,13,1073,Savigny,Villa,3.5,70,2200
24607,24607,22.02.2020,avenue de Lavaux ,16,1009,Pully,Wohnung,6,230,5000
24622,24622,22.02.2020,Charrière ,73,2300,La Chaux-de-Fonds,Wohnung,3,64,990
24626,24626,25.02.2020,Chemin des Plantaz ,38,1260,Nyon,Wohnung,3.5,84,2050
24627,24627,21.02.2020,Reherstr. ,19,9016,St. Gallen,Maisonette / Duplex,3.5,124,1740
24629,24629,09.03.2020,Rue du Bugnon ,18,1005,Lausanne,Wohnung,1.5,58,1450
24630,24630,04.03.2020,Bodenacherstrasse ,43,8121,Benglen,Wohnung,3,71,1600
24631,24631,16.03.2020,Weststrasse ,82,8620,Wetzikon ZH,Wohnung,4.5,104,2230
24634,24634,09.03.2020,Unterdorfstrasse ,3,8117,Fällanden,Loft,3.5,135,2840
24637,24637,04.03.2020,Kreuzlingerstrasse ,45,8570,Weinfelden,Wohnung,5.5,134,1820
24638,24638,21.03.2020,Iddastrasse ,30,9008,St. Gallen,Wohnung,4.5,86,1580
24639,24639,21.03.2020,Fähnernstrasse ,9,9000,St. Gallen,Wohnung,4.5,113,2360
24640,24640,04.03.2020,Schwellbrunnerstrasse ,59,9100,Herisau,Wohnung,3,57,1100
24641,24641,17.03.2020,Tannenstrasse ,4,4533,Riedholz,Wohnung,3.5,108,1550
24642,24642,21.02.2020,Route de Villars-le-Grand ,5,1580,Avenches,Wohnung,4.5,94,1330
24644,24644,24.02.2020,Rte de la Plaine ,8,1026,Denges,Wohnung,2,40,1280
24645,24645,21.02.2020,Überlandstrasse ,18,8953,Dietikon,Wohnung,2.5,93,2355
24646,24646,21.02.2020,Augraben ,12,5620,Bremgarten AG,Wohnung,4.5,104,2590
24647,24647,21.02.2020,Feldstrasse ,5,5507,Mellingen,Wohnung,4.5,97,1820
24650,24650,04.03.2020,Bimerweg ,29,3303,Jegenstorf,Wohnung,3,61,1250
24651,24651,24.02.2020,Bld de Pérolles ,93,1700,Fribourg,Wohnung,4,84,1725
24652,24652,21.02.2020,Laubgasse ,6,8500,Frauenfeld,Maisonette / Duplex,3.5,121,1760
24653,24653,21.02.2020,Bahnhofstrasse ,54,4313,Möhlin,Maisonette / Duplex,3.5,103,1650
24654,24654,21.02.2020,Eptingerstrasse ,66,4132,Muttenz,Wohnung,3.5,66,1490
24655,24655,06.03.2020,Oberer Quai ,49,2500,Biel/Bienne,Wohnung,3.5,67,1150
24656,24656,18.03.2020,Av. de Chailly ,52,1012,Lausanne,Wohnung,5.5,109,2650
24657,24657,21.02.2020,Koppigenstrasse ,16,3427,Utzenstorf,Wohnung,3.5,69,1145
