,ID,date,Strasse,Hausnummer,PLZ,Ort,type,Zimmer,Fläche,Preis
24658,24658,21.02.2020,Zopfstrasse ,17,5708,Birrwil,Dachwohnung,2.5,79,1300
24659,24659,21.02.2020,Schulstrasse ,7,9536,Schwarzenbach SG,Wohnung,2.5,74,1560
24665,24665,21.02.2020,Zopfstrasse ,17,5708,Birrwil,Dachwohnung,4.5,116,1770
24667,24667,21.02.2020,Ringstrasse ,5,8952,Schlieren,Büro,-,208,4660
24668,24668,04.03.2020,Sonnenbergstrasse ,7,9100,Herisau,Attikawohnung,4.5,118,2350
24669,24669,04.03.2020,Mittlere Kapfstrasse ,6,9100,Herisau,Wohnung,4.5,119,2240
24670,24670,28.02.2020,Mittlere Kapfstrasse ,6,9100,Herisau,Wohnung,5.5,120,2300
24671,24671,26.02.2020,Schlosserstrasse ,4,8180,Bülach,Gewerbe,-,53,500
24672,24672,21.02.2020, St. Alban-Ring ,137,4052,Basel,Wohnung,4,90,1960
24673,24673,21.02.2020,Schulweg ,12,5033,Buchs AG,Wohnung,3,61,1400
24674,24674,21.02.2020,Hintergasse ,2,4310,Rheinfelden,Gewerbe,-,112,1850
24675,24675,21.02.2020,Im Guet ,4,9422,Staad SG,Wohnung,4.5,100,1840
24676,24676,19.03.2020,Schützematt ,7,5316,Leuggern,Wohnung,4.5,84,1350
24677,24677,19.03.2020,Parkallee ,11,4123,Allschwil,Wohnung,2,46,1180
24678,24678,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Lager,-,131,2800
24679,24679,21.02.2020,Hübeli ,25,6074,Giswil,Terrassenwohnung,5.5,156,2450
24680,24680,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Atelier,-,25,950
24681,24681,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Atelier,-,17,900
24682,24682,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,70,1450
24683,24683,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Attikawohnung,4.5,176,4000
24684,24684,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,70,1450
24685,24685,05.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,70,1400
24686,24686,22.02.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,70,1400
24687,24687,22.02.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,70,1350
24688,24688,05.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,70,1350
24690,24690,05.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,58,1250
24691,24691,05.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,58,1250
24692,24692,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,58,1200
24693,24693,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,58,1200
24694,24694,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,58,1150
24696,24696,09.03.2020,Glänternstrasse ,9,8864,Reichenburg,Wohnung,2.5,58,1150
24698,24698,22.03.2020,Rue des Cygnes ,6,2900,Porrentruy,Wohnung,-,42,500
24699,24699,22.03.2020,Rue des Cygnes ,4,2900,Porrentruy,Wohnung,2,50,850
24701,24701,21.02.2020,Chemin du Boisy ,48,1004,Lausanne,Wohnung,1,32,860
24706,24706,21.02.2020,Efringerstrasse ,104,4057,Basel,Wohnung,4,80,1760
24707,24707,24.02.2020,Dammstrasse ,23,8708,Männedorf,Wohnung,3,70,1485
24709,24709,21.02.2020,Weierweg ,4,4410,Liestal,Wohnung,3.5,87,2020
24710,24710,12.03.2020,Moosstrasse ,35,6033,Buchrain,Wohnung,4.5,94,1780
24711,24711,21.02.2020,Mattenstrasse ,28,4632,Trimbach,Wohnung,3,66,1100
24712,24712,21.02.2020,Weissensteinweg ,8,5330,Bad Zurzach,Wohnung,2.5,79,1560
24717,24717,22.03.2020,Av. du Petit-Chasseur ,90,1950,Sion,Wohnung,2.5,67,1300
24718,24718,21.02.2020,Teufener Strasse ,117,9000,St. Gallen,Wohnung,2,32,890
24719,24719,06.03.2020,Orpundstr. ,9,2504,Biel/Bienne,Wohnung,3.5,107,1495
24721,24721,08.03.2020,Bildfeldstrasse ,9,9552,Bronschhofen,Wohnung,4,110,1690
24724,24724,22.03.2020,Rue du Centre ,21,1820,Montreux,Wohnung,2.5,75,1650
24726,24726,21.02.2020,Charrière ,73,2300,La Chaux-de-Fonds,Wohnung,1,26,630
24727,24727,21.02.2020,Charrière ,73,2300,La Chaux-de-Fonds,Wohnung,1,26,630
24728,24728,28.02.2020,Gerbergasse ,41,4001,Basel,Wohnung,5,200,3550
24730,24730,05.03.2020,Chemin des Crosettes ,3,1805,Jongny,Wohnung,3.5,63,1630
24731,24731,05.03.2020,Chemin des Crosettes ,3,1805,Jongny,Wohnung,4.5,87,2265
24732,24732,05.03.2020,Chemin des Crosettes ,3,1805,Jongny,Wohnung,2.5,43,1425
24735,24735,10.03.2020,Gislifluhstrasse ,11,5032,Aarau Rohr,Wohnung,4.5,117,1940
24736,24736,11.03.2020,Zürichstrasse ,54,8180,Bülach,Wohnung,4.5,131,2495
24737,24737,12.03.2020,Giacomettistrasse ,32,7000,Chur,Wohnung,4.5,107,1942
24738,24738,17.03.2020,Lindenfeld ,18,6038,Gisikon,Maisonette / Duplex,3.5,81,1490
24739,24739,17.03.2020,Lindenfeld ,9,6038,Gisikon,Maisonette / Duplex,3.5,81,1550
24742,24742,21.02.2020,Bahnhofstrasse ,38,9320,Arbon,Wohnung,3.5,75,1280
24744,24744,21.02.2020,Scheuerrain ,3,3007,Bern,Wohnung,4.5,117,2770
24746,24746,24.02.2020,Moulinet ,3,1188,Gimel,Maisonette / Duplex,5.5,180,2760
24752,24752,12.03.2020,Heidenerstrasse ,6,9400,Rorschach,Wohnung,3.5,80,1180
24753,24753,04.03.2020,Gallusstrasse ,63,9500,Wil SG,Wohnung,4.5,104,1620
24754,24754,04.03.2020,Langacherstrasse ,14,8103,Unterengstringen,Wohnung,2.5,79,1650
24759,24759,04.03.2020,Zürcherstrasse ,55,8953,Dietikon,Wohnung,3.5,85,2035
24760,24760,16.03.2020, Rue du Lac ,12,1207,Genève,Attikawohnung,7,210,9550
24761,24761,26.02.2020,Rue Auguste-Majeux ,68,1630,Bulle,Wohnung,1.5,42,1095
24763,24763,21.02.2020,Zürichstrasse ,78,8118,Pfaffhausen,Wohnung,4,95,1690
24764,24764,05.03.2020,Libellenstrasse ,24,6004,Luzern,Wohnung,3,61,1130
24766,24766,21.02.2020,Buchthalerstrasse ,48,8200,Schaffhausen,Wohnung,3.5,64,1270
24769,24769,19.03.2020,Oberfeld ,8,6102,Malters,Wohnung,3.5,83,1450
24770,24770,26.02.2020,Oetlingerstrasse ,170,4057,Basel,Wohnung,3.5,73,1470
24772,24772,12.03.2020,Bahnhofstrasse ,3,8180,Bülach,Büro,-,145,215
24773,24773,18.03.2020,Aarbergergasse ,14,3011,Bern,Büro,-,77,295
24776,24776,05.03.2020,Ebnetstrasse ,21,9100,Herisau,Wohnung,3.5,80,1390
24777,24777,21.02.2020,Ernastrasse ,22,8004,Zürich,Büro,5,200,1800
24778,24778,21.02.2020,Mellingerstrasse ,18,5400,Baden,Gewerbe,-,392,330
24779,24779,24.02.2020,Chemin de la Magnenette ,29,1350,Orbe,Wohnung,3,60,1475
24781,24781,22.03.2020,Hauptstrasse ,42,8269,Fruthwilen,Einfamilienhaus,5.5,130,2200
24783,24783,02.03.2020,Oberseeburg ,20,6006,Luzern,Wohnung,3.5,106,2450
24784,24784,21.02.2020,Brunnenwiesenstrasse ,9,8212,Neuhausen am Rheinfall,Wohnung,3,65,1020
24788,24788,21.02.2020,Poststrasse ,4,8610,Uster,Wohnung,2.5,54,1900
24794,24794,21.02.2020,Industriestrasse ,26,8404,Winterthur,Gewerbe,-,702,130
24795,24795,26.02.2020,Schlosserstrasse ,4,8180,Bülach,Büro,-,60,160
24796,24796,21.02.2020,Zürichstrasse ,12,8600,Dübendorf,Möbliertes Wohnobjekt,3.5,87,2415
24797,24797,21.02.2020,Mellingerstrasse ,18,5400,Baden,Gewerbe,-,512,280
24798,24798,21.02.2020,Bändlistrasse ,29,8064,Zürich,Lager,-,32,235
24799,24799,21.02.2020,Mellingerstrasse ,18,5400,Baden,Büro,-,685,330
24800,24800,21.02.2020,Rue du Midi ,1,1880,Bex,Wohnung,3.5,55,1000
24801,24801,21.02.2020,Oberdorfstrasse ,2,8264,Eschenz,Wohnung,4.5,90,1095
24802,24802,21.02.2020,Weiermattstr. ,11,4653,Obergösgen,Wohnung,4.5,120,1650
24803,24803,21.02.2020,Industriestrasse ,26,8404,Winterthur,Gewerbe,-,104,130
24804,24804,24.02.2020,Im Kirchbrunnen ,1,8153,Rümlang,Maisonette / Duplex,4.5,103,2810
24805,24805,02.03.2020,Alemannenstrasse ,46,3018,Bern,Wohnung,3,67,1450
24806,24806,21.02.2020,Wright-Strasse ,69,8152,Glattpark (Opfikon),Gewerbe,1,77,1700
24807,24807,21.02.2020,Enzenbühlstrasse ,164,9230,Flawil,Wohnung,3,75,1340
24808,24808,21.02.2020,Industriestrasse ,26,8404,Winterthur,Gewerbe,-,370,130
24809,24809,21.02.2020,Im Kirchbrunnen ,1,8153,Rümlang,Wohnung,3.5,98,2560
24814,24814,21.02.2020,Im Glockenacker ,59,8053,Zürich,Wohnung,3.5,90,2050
24816,24816,16.03.2020,Loorenstrasse ,40,8053,Zürich,Büro,1,61,24000
24818,24818,21.02.2020,Wilerstrasse ,24,9230,Flawil,Wohnung,2.5,50,1050
24819,24819,02.03.2020,Via Rinaldo Simen ,10,6900,Lugano,Wohnung,4.5,114,1710
24820,24820,24.02.2020,Schwarzseestrasse ,212,1716,Schwarzsee,Wohnung,3.5,101,1500
24821,24821,21.02.2020,Vordergasse ,41,8200,Schaffhausen,Wohnung,4.5,123,2220
24822,24822,24.02.2020,Kapellstrasse ,4,8854,Siebnen,Wohnung,4.5,93,1795
24826,24826,21.02.2020,Oberdorfstrasse ,66,9100,Herisau,Wohnung,4.5,136,2340
24827,24827,21.02.2020,Gstaldenstrasse ,7,8810,Horgen,Wohnung,-,86,1800
24828,24828,17.03.2020,Avenue de Rumine ,50,1005,Lausanne,Wohnung,7.5,200,4700
24831,24831,21.02.2020,Forbüelstr. ,36,8707,Uetikon am See,Doppeleinfamilienhaus,5.5,191,4950
24832,24832,21.02.2020,Juraweg ,5,5037,Muhen,Wohnung,3.5,71,1225
24837,24837,21.02.2020,Speerstrasse ,30,8636,Wald ZH,Wohnung,4.5,94,1810
24838,24838,21.02.2020,Säliblickstrasse ,29,4665,Oftringen,Wohnung,5.5,110,1795
24840,24840,21.02.2020,Weiermattweg ,3,3098,Köniz,Wohnung,3,73,1600
24841,24841,27.02.2020,Kantonsstrasse ,56,8807,Freienbach,Wohnung,5.5,125,2950
24842,24842,21.02.2020,Obere Waldhofstrasse ,4,9240,Uzwil,Wohnung,4.5,120,1590
24844,24844,20.03.2020,Hochstrasse ,35,8200,Schaffhausen,Wohnung,2,41,1050
24845,24845,05.03.2020,Rosenbergstrasse ,3,9230,Flawil,Wohnung,3.5,107,1580
24846,24846,21.02.2020,Hauptstrasse ,81,9052,Niederteufen,Wohnung,2.5,60,1050
24847,24847,21.02.2020,,7,1475,Autavaux,Wohnung,5.5,150,2250
24850,24850,21.02.2020,Kohlhalden ,19,9042,Speicher,Wohnung,4,85,1090
24853,24853,18.03.2020,Weibelackerweg ,1,4914,Roggwil BE,Wohnung,3.5,73,1100
24854,24854,21.02.2020,Eichenring ,2,6023,Rothenburg,Wohnung,2,60,1360
24857,24857,05.03.2020,Hörenstrasse ,1,9113,Degersheim,Wohnung,4,85,1350
24858,24858,17.03.2020,Repfergasse ,26,8200,Schaffhausen,Maisonette / Duplex,3.5,110,1850
24862,24862,24.02.2020,Neuwiesenstrasse ,19,8604,Volketswil,Wohnung,2.5,53,1690
24863,24863,24.02.2020,Neuwiesenstrasse ,19,8604,Volketswil,Wohnung,3.5,95,2240
24864,24864,21.02.2020,Ziegeleiwäg ,1,8197,Rafz,Wohnung,3.5,93,1860
24866,24866,21.02.2020,Ringstr. ,1,4600,Olten ,Büro,-,127,177
24869,24869,21.02.2020,Pessina ,20,6900,Lugano,Wohnung,2,60,1000
24870,24870,13.03.2020,Chemin du Levant ,2,1315,La Sarraz,Wohnung,4.5,98,1775
24872,24872,10.03.2020,Avenue Calas ,18,1206,Genève,Wohnung,6,125,3200
24875,24875,21.02.2020,Sennhüttenweg ,1,8320,Fehraltorf,Dachwohnung,5.5,170,2678
24876,24876,06.03.2020,Allmendstr. ,50,8180,Bülach,Wohnung,3,50,1400
24878,24878,21.02.2020,Im Ifang ,2,5000,Aarau,Wohnung,3,66,1450
24885,24885,26.02.2020,Schlosserstrasse ,4,8180,Bülach,Büro,-,360,150
24886,24886,04.03.2020,Ziegelrain ,18,5000,Aarau,Praxis,4.5,96,225
24887,24887,21.02.2020,Aarwangenstrasse ,62,4900,Langenthal,Wohnung,2.5,53,945
24888,24888,26.02.2020,Hofnet ,2,4324,Obermumpf,Wohnung,5.5,150,2340
24890,24890,24.02.2020,Ilgenstrasse ,34,9000,St. Gallen,Wohnung,3.5,100,1390
24891,24891,21.02.2020,Bahnhofstrasse ,10,9450,Altstätten SG,Möbliertes Wohnobjekt,1,25,900
24896,24896,22.03.2020,Brodlaubegass ,1,8260,Stein am Rhein,Gewerbe,-,35,660
24898,24898,19.03.2020,Giselihalde ,13,6006,Luzern,Wohnung,5.5,120,2300
24900,24900,22.03.2020,Chemin du Stand ,6,1268,Begnins,Terrassenwohnung,4,140,3200
24901,24901,21.02.2020,Oberdorfstrasse ,10,3072,Ostermundigen,Maisonette / Duplex,5,120,1990
24903,24903,06.03.2020,Bielstrasse ,4,2560,Nidau,Wohnung,3.5,65,1240
24904,24904,22.03.2020,Hinterdorfstrasse ,2,8753,Mollis,Praxis,-,50,550
24905,24905,26.02.2020,Geiserstrasse ,1,4812,Mühlethal,Wohnung,4.5,105,1710
24908,24908,21.02.2020,Riehenrin ,28,4058,Basel,Maisonette / Duplex,4.5,120,3400
24909,24909,22.03.2020,Schulgasse ,5,4207,Bretzwil,Wohnung,2.5,68,1390
24910,24910,22.03.2020,Oholten ,11,5703,Seon,Lager,-,275,1920
24912,24912,22.03.2020,Oholten ,11,5703,Seon,Gewerbe,-,200,1415
24913,24913,02.03.2020,Eschtürliweg ,9,2545,Selzach,Wohnung,4.5,95,1320
24915,24915,07.03.2020,Unterdorfstrasse ,19,4244,Röschenz,Dachwohnung,3.5,90,1585
24918,24918,21.02.2020,Seestrasse ,28,6442,Gersau,Lager,-,33,250
24919,24919,24.02.2020,Giessenweg ,9,6403,Küssnacht am Rigi,Wohnung,4.5,100,2200
24922,24922,21.02.2020,Römergut ,16,5234,Villigen,Wohnung,3.5,88,1480
24923,24923,21.02.2020,Feilenstaub ,3,8840,Einsiedeln,Wohnung,3.5,100,1990
24925,24925,22.03.2020,Mühlefeldstrasse ,338,4718,Holderbank SO,Wohnung,3.5,83,1490
24926,24926,22.03.2020,Mühlefeldstrasse ,338,4718,Holderbank SO,Wohnung,4.5,117,1780
24927,24927,22.03.2020,Mühlefeldstrasse ,338,4718,Holderbank SO,Wohnung,4.5,92,1590
24928,24928,21.03.2020,Oberrieterstrasse ,2,9444,Diepoldsau,Wohnung,3.5,74,1280
24939,24939,21.02.2020,Hauptstrasse ,111,9434,Au SG,Attikawohnung,2.5,68,1170
24940,24940,21.02.2020,Seestrasse ,15,9326,Horn,Büro,-,111,1570
24941,24941,29.02.2020,Grossfeldstrasse ,22,7320,Sargans,Wohnung,3.5,70,1410
24942,24942,21.02.2020,Poststrasse ,1,7130,Ilanz,Büro,-,60,1300
24943,24943,09.03.2020,Via da Mulin ,4,7504,Pontresina,Dachwohnung,2.5,52,1050
24945,24945,24.02.2020,Moosstrasse ,5,6033,Buchrain,Wohnung,3.5,80,1480
24946,24946,18.03.2020,Saluferstrasse ,23,7000,Chur,Wohnung,4.5,104,1610
24947,24947,21.02.2020,Walther-Bürsten-Strasse ,21,5036,Oberentfelden,Wohnung,5.5,129,2240
24950,24950,20.03.2020,Schmiedgasse ,30,6430,Schwyz,Wohnung,5.5,120,2100
24952,24952,21.02.2020,Weierstrasse ,2,5242,Lupfig,Wohnung,3.5,88,2000
24953,24953,17.03.2020,Strickweg ,9,9533,Kirchberg SG,Wohnung,3.5,75,1435
24954,24954,21.02.2020,Limmatquai ,16,8001,Zürich,Wohnung,2.5,61,3800
24957,24957,21.02.2020,Müllerwis ,8,8606,Greifensee,Wohnung,5,98,2085
24958,24958,20.03.2020,Via Largo Zorzi ,1,6600,Locarno,Wohnung,2.5,58,1300
24959,24959,21.02.2020,Zweibruggenmühlestrasse ,17,9014,St. Gallen,Wohnung,3.5,101,1830
24960,24960,21.03.2020,Via Largo Zorzi ,1,6600,Locarno,Wohnung,2.5,58,1300
24961,24961,21.02.2020,Langrietstr. ,22,8212,Neuhausen am Rheinfall,Wohnung,2,59,1150
24962,24962,10.03.2020,Maria-Stader-Weg ,4,8590,Romanshorn,Ladenfläche,-,170,160
24963,24963,19.03.2020,Rümikerstrasse ,36,8409,Winterthur,Attikawohnung,4.5,115,2500
24964,24964,21.02.2020,Rotzenbühlstr. ,24,8957,Spreitenbach,Wohnung,3.5,75,1575
24966,24966,24.02.2020,Bienkenstr. ,26,4702,Oensingen,Büro,-,98,161
24968,24968,21.02.2020,Chemin des Pâquerettes ,1,1004,Lausanne,Wohnung,2.5,48,1450
24970,24970,18.03.2020,Neustrasse ,70,5430,Wettingen,Wohnung,4,84,1890
24972,24972,05.03.2020,Sunnenbergstrasse ,15,8633,Wolfhausen,Maisonette / Duplex,3.5,122,2980
24977,24977,19.03.2020,Haufländlistr. ,15,8957,Spreitenbach,Wohnung,4.5,72,1655
24985,24985,21.02.2020,Brunnäckerstrasse ,10,5618,Bettwil,Attikawohnung,5.5,150,2290
24989,24989,04.03.2020,Martin-Disteli-Strasse ,4,4600,Olten,Wohnung,4.5,117,2050
24990,24990,09.03.2020,Kanalstrasse ,11,6362,Stansstad,Wohnung,4.5,96,1955
24991,24991,10.03.2020,Neugraben ,10,4616,Kappel SO,Reihenfamilienhaus,5.5,253,2200
24992,24992,17.03.2020,Via Bramantino ,1,6600,Locarno,Wohnung,3.5,101,1990
24993,24993,17.03.2020,Wöschnauerstrasse ,34,5012,Schönenwerd,Wohnung,4.5,85,1495
24994,24994,25.02.2020,Tellistrasse ,35,5000,Aarau,Büro,1,107,2230
25000,25000,04.03.2020,Blaketen ,7,8620,Wetzikon ZH,Wohnung,3.5,87,1920
25001,25001,24.02.2020,Reichsstrasse ,25,6430,Schwyz,Wohnung,4.5,115,1790
25003,25003,04.03.2020,Staffelstrasse ,3,3303,Jegenstorf,Wohnung,3.5,66,1340
25004,25004,04.03.2020,Oedenhofstrasse ,15,9300,Wittenbach,Wohnung,4,86,1210
25005,25005,13.03.2020,Oberstrasse ,257,9014,St. Gallen,Wohnung,5.5,146,2490
25006,25006,19.03.2020,Waldweg ,4,5313,Klingnau,Attikawohnung,4.5,106,2190
25007,25007,13.03.2020,Bahnhofstrasse ,45,3400,Burgdorf,Büro,-,63,173
25008,25008,04.03.2020,Via alle Fontane ,9,6963,Pregassona,Dachwohnung,3.5,77,1500
25009,25009,21.02.2020,Eichenstrasse ,5,4313,Möhlin,Wohnung,4.5,97,1950
25010,25010,05.03.2020,Steinkluppenweg ,5,8057,Zürich,Wohnung,2,56,1772
25011,25011,04.03.2020,Verena Conzett-Strasse ,22,8004,Zürich,Lager,-,15,156
25012,25012,18.03.2020,Tannengut ,6,5000,Aarau,Wohnung,4.5,92,1500
25013,25013,27.02.2020,Althardstrasse ,147,8105,Regensdorf,Wohnung,3.5,99,1950
25014,25014,27.02.2020,Althardstrasse ,147,8105,Regensdorf,Wohnung,3.5,107,2100
25017,25017,21.02.2020,Henzmannstrasse ,39,4800,Zofingen,Werkstatt,1,20,330
25018,25018,21.02.2020,Sandstrasse ,50,3302,Moosseedorf,Wohnung,3.5,63,1480
25020,25020,21.02.2020,Vorderdorfstrasse ,2,8753,Mollis,Loft,1,160,2100
25023,25023,21.02.2020,Spinnereistrasse ,30,8753,Mollis,Attikawohnung,2.5,64,1550
25024,25024,21.02.2020,Rüteli ,4,8762,Schwanden GL,Wohnung,3.5,65,1006
25025,25025,21.02.2020,Hardmattengut ,3,4802,Strengelbach,Wohnung,3.5,70,1450
25026,25026,21.02.2020,Schulstrasse ,3,5442,Fislisbach,Wohnung,4.5,96,1830
25027,25027,21.02.2020,Hohfurren ,19,8126,Zumikon,Wohnung,4.5,93,2800
25028,25028,21.02.2020,Rue de Lausanne ,8,1030,Bussigny,Wohnung,3,61,1715
25031,25031,12.03.2020,Grubenackerstrasse ,77,8052,Zürich,Wohnung,4.5,94,2695
25032,25032,12.03.2020,Grubenackerstrasse ,77,8052,Zürich,Wohnung,4.5,90,2585
25036,25036,20.03.2020,Route de Thonon ,1,1246,Corsier GE,Arcade,-,41,3800
25037,25037,13.03.2020,Tösstalstr. ,285,8405,Winterthur,Wohnung,3,70,1430
25042,25042,21.02.2020,Dollikerstrasse ,33,8707,Uetikon am See,Wohnung,2,55,1385
25056,25056,24.02.2020,Gässli ,18,4936,Kleindietwil,Wohnung,3.5,100,1430
25057,25057,16.03.2020,Zugerstrasse ,23,8917,Oberlunkhofen,Wohnung,2.5,59,1370
25058,25058,21.02.2020,Zentralstrasse ,37,8003,Zürich,Möbliertes Wohnobjekt,3.5,141,4850
25059,25059,27.02.2020,Kennerwiesstrasse ,4,8575,Bürglen TG,Wohnung,4.5,90,1340
25064,25064,21.02.2020,Spitzwaldstrasse ,215,4123,Allschwil,Ladenfläche,-,40,2700
25066,25066,16.03.2020,Zugerstrasse ,23,8917,Oberlunkhofen,Wohnung,3.5,83,1800
25067,25067,21.02.2020,Riva Paradiso ,2,6900,Paradiso,Wohnung,3.5,168,4500
25069,25069,02.03.2020,Via Ressigh ,3,6864,Arzo,Einfamilienhaus,7.5,260,2800
25071,25071,06.03.2020,Talstrasse ,71,5703,Seon,Wohnung,3.5,85,1690
25074,25074,21.02.2020,Landstrasse ,1,5415,Rieden AG,Atelier,-,92,1590
25075,25075,04.03.2020,Rorschacher Strasse ,17,9000,St. Gallen,Wohnung,4.5,180,2880
25076,25076,28.02.2020,Hintere Grundstrasse ,12,8135,Langnau am Albis,Wohnung,3.5,60,1911
25077,25077,21.02.2020,Chemin Colladon ,10,1209,Genève,Wohnung,10,230,7400
25079,25079,25.02.2020,Piazza della Riscossa ,16,6900,Lugano,Wohnung,2.5,55,1300
25082,25082,21.02.2020,Via Soldino ,34,6900,Lugano,Wohnung,5.5,200,3950
25087,25087,16.03.2020,Zugerstrasse ,23,8917,Oberlunkhofen,Wohnung,1.5,37,970
25089,25089,21.02.2020,Eichholzstrasse ,14,8706,Meilen,Wohnung,4.5,89,2470
25090,25090,21.02.2020,Altwinkelnstrasse ,17,9015,St. Gallen,Wohnung,3.5,87,1580
25094,25094,21.02.2020,Staatsstrasse ,10,9246,Niederbüren,Werbefläche,-,439,6000
25096,25096,27.02.2020,Lehenmattstrasse ,152,4052,Basel,Wohnung,3,66,1590
25098,25098,26.02.2020,Bahnhofstrasse ,40,8303,Bassersdorf,Wohnung,4.5,100,2660
25109,25109,21.02.2020,Bahnhofstrasse ,28,4133,Pratteln,Wohnung,3.5,91,1800
25111,25111,21.02.2020,Gartenstrasse ,13,4132,Muttenz,Atelier,-,91,1620
25112,25112,21.02.2020,Rue Jacob-Brandt ,107,2300,La Chaux-de-Fonds,Wohnung,3.5,75,1210
25113,25113,21.02.2020,Obere Gasse ,2,5400,Baden,Wohnung,3.5,100,2240
25114,25114,21.02.2020,Birchwiesstrasse ,31,8114,Dänikon ZH,Dachwohnung,4.5,147,2468
25116,25116,21.02.2020,Unterfeld ,10,6374,Buochs,Wohnung,4.5,192,3400
25122,25122,21.02.2020,Turbachstrasse ,149,3781,Turbach,Dachwohnung,5.5,125,1950
25125,25125,28.02.2020,Löwenplatz ,12,5612,Villmergen,Gewerbe,-,296,4000
25126,25126,10.03.2020,Schützenstrasse ,54,8212,Neuhausen am Rheinfall,Wohnung,4.5,85,1390
25128,25128,15.03.2020,Obergütschrain ,7,6003,Luzern,Wohnung,4.5,94,1647
25131,25131,14.03.2020,Baslerstrasse ,30,4103,Bottmingen,Wohnung,3.5,65,1540
25133,25133,11.03.2020,General Dufourstrasse ,56,2502,Biel/Bienne,Wohnung,3.5,80,1670
25134,25134,21.02.2020,Route d'Yverdon ,15,1033,Cheseaux-sur-Lausanne,Büro,1,28,730
25137,25137,21.02.2020,Pizolstrasse ,29,7310,Bad Ragaz,Möbliertes Wohnobjekt,1,27,990
25140,25140,28.02.2020,"Route de Florissant, ",114,1206,Genève,Wohnung,5.5,133,5060
25141,25141,21.02.2020,Am Wasser ,46,8049,Zürich,Büro,2.5,57,1400
25142,25142,21.02.2020,Urnäscherstrasse ,9,9104,Waldstatt,Wohnung,4,75,1290
25145,25145,21.02.2020,Tulpenstrasse ,43,8051,Zürich,Wohnung,3.5,100,2675
25147,25147,21.02.2020,Wiesengrundstrasse ,10,8942,Oberrieden,Wohnung,3.5,96,2600
25148,25148,21.02.2020,Flurweg ,27,3066,Stettlen,Einfamilienhaus,3.5,104,3000
25149,25149,21.02.2020,Dorfstrasse ,111,8912,Obfelden,Wohnung,4,70,1560
25150,25150,19.03.2020,Tschudistrasse ,51,9000,St. Gallen,Wohnung,2,50,1020
25151,25151,25.02.2020,Obere Gasse ,2,5064,Wittnau,Dachwohnung,5.5,174,2240
25154,25154,21.02.2020,Mülimattweg ,15,5073,Gipf-Oberfrick,Wohnung,4.5,125,2095
25156,25156,24.02.2020,Unterdorfstrasse ,4,5028,Ueken,Wohnung,3.5,73,1330
25157,25157,24.02.2020,Mülimattweg ,15,5073,Gipf-Oberfrick,Wohnung,3.5,115,1975
25158,25158,24.02.2020,Oberdorfstrasse ,24,5028,Ueken,Maisonette / Duplex,4.5,142,1730
25160,25160,21.02.2020,Säntisstrasse ,24,9240,Uzwil,Wohnung,5,90,1475
25161,25161,21.02.2020,Heerenweg ,5,8200,Schaffhausen,Dachwohnung,3.5,110,1900
25162,25162,21.02.2020,Bottmingerstrasse ,45,4142,Münchenstein,Wohnung,3,63,1450
25164,25164,21.02.2020,Blauensteinerstrasse ,5,4053,Basel,Attikawohnung,5.5,140,3755
25165,25165,21.02.2020,Multenrain ,28,5037,Muhen,Wohnung,3.5,92,1700
25166,25166,21.02.2020,Sägeweg ,5,5070,Frick,Wohnung,3,73,1385
25168,25168,21.02.2020,Weihermatt ,5,5082,Kaisten,Wohnung,4.5,100,1455
25169,25169,21.02.2020,Unterdorf ,17,5073,Gipf-Oberfrick,Attikawohnung,4.5,100,1480
25173,25173,07.03.2020,Neue Dorfstrasse ,15,8135,Langnau am Albis,Atelier,1,16,330
25175,25175,23.02.2020,Obergütschrain ,7,6003,Luzern,Attikawohnung,3.5,82,2079
25176,25176,21.02.2020,Marktstrasse ,2,9244,Niederuzwil,Wohnung,3.5,75,1165
25177,25177,21.02.2020,Feldlistrasse ,11,9000,St. Gallen,Dachwohnung,4,80,1750
25178,25178,21.02.2020,Mühlenstrasse ,50,8200,Schaffhausen,Wohnung,1,29,740
25179,25179,24.02.2020,via Massagno ,27,6952,Canobbio,Wohnung,3.5,145,3000
25181,25181,21.02.2020,Seestrasse ,15,9326,Horn,Büro,2,111,1570
25183,25183,21.02.2020,Egelseestrasse ,14,8280,Kreuzlingen,Wohnung,2.5,60,1200
